item	equate	label
aqislc022		Does your baby/child play with a doll or stuffed animal by hugging it?
aqislc023		When you dress your baby does she lift her foot for her shoe, sock, or pant leg?
aqislc024	COG53	Does your child copy the activities you do, such as wipe up a spill, sweep, shave, or comb hair?
aqislc025		Does your child push a little wagon, stroller or other toy on wheels, steering it around objects and backing out of corners if he cannot turn?
aqislc026		Does your baby/child feed herself with a spoon, even though she may spill some food?
aqislc027		Does your baby/child get your attention or try to show you something by pulling on your hand or clothes?
aqislc028		Does your child come to you when she needs help, such as with winding up a toy or unscrewing a lid from a jar?
aqislc029		Does your child use a spoon to feed himself with little spilling?
aqislc030		Does your child drink from a cup or glass, putting it down again with little spilling?
aqislc031		If you do any of the following gestures, does your child copy at least one of them?  a. Open and close your mouth. b. Blink your eyes. c. Pull on your earlobe. d. Pat your cheek
aqislc032		Does your baby/child help undress himself by taking off clothes like socks, hat, shoes, or mittens?
aqislc033		Does your child eat with a fork?
aqislc034		Does your child take turns by waiting while another child or adult takes a turn?
aqislc035		When playing with either a stuffed animal or doll, does your child pretend to rock it, feed it, change its diapers, put it to bed, and so forth?
aqislc036		When your child is looking in a mirror and you ask, "Who is in the mirror?" does he say either "me" or his own name?
aqislc037		While looking at himself in the mirror, does your child offer a toy to his own image?
aqislc038		After you put on loose-fitting pants around her feet, does your child pull them completely up to her waist?
aqislc039		Does your child call herself "I" or "me" more often than her own name? For example, "I do it," more often than "Juanita do it."
aqislc040		feels proud of things she is able to do
aqislc041		Using these exact words, ask your child, "Are you a girl or a boy?" Does your child answer correctly?
aqislc042		tells caregiver what she likes and does not like
aqislc043		washes hands using soap and water and dries off with towel without help 
aqislc044		takes turns and shares with other children
aqislc045		dresses or undresses himself without help 
aqislc046		tells caregiver names of two or more playmates not including siblings
aqislc047		uses the toilet by himself
aqislc048		Does your child put on a coat, jacket, or shirt by himself?
aqislc049		washes hands blows nose brushes teeth and combs hair by himself
aqislc050		knows how to look both ways before crossing the street
aqislc051		pours liquid from one container to another
aqislc052		knows how to behave in public place
aqislc053		Does your child serve herself, taking food from one container to another using utensils? For example, does your child use a large spoon to scoop applesauce from a jar into a bowl?
aqislc054		stays away from dangerous things
aqislc055		tells at least 4 of first name age city last name boy or girl and telephone number
aqislc056		begins playing with toys and finishes activity without being told
aqislc057		brushs teeth by putting toothpaste on toothbrush and brushing all her teeth without help
aqislc058		
aqislc059		
aqislc060		
aqislc061		
aqislc062		dresses and undresses himself including buttoning and zipping 
aqislc063		
aqislc064		
aqislc065		
aqislc066		
aqislc067		
barxxc001		Smiles in response to an adult or his/her voice (mom report)
barxxc002		Makes sounds spontaneously or in response to a stimulus (mom report)
barxxc003		Has head control while being pulled to sit upright (mom report)
barxxc004		Holds a toy with one or both hands when it is presented  (mom report)
barxxc005		Rolls from back to stomach (mom report)
barxxc006		Sits without support for some time (mom report)
barxxc007		Starting to crawl (mom report)
barxxc008		Grasps with fingertip to to take small objects (mom report)
barxxc009		Stands up when being pulled (mom report)
barxxc010		Walks with support, holding on to a railing, furniture or adult (mom report)
barxxc011		Stands for "some moments" (mom report)
barxxc012		Walks alone with "some steps" (mom report)
barxxc013		Drinks well from a cup or glass (mom report)
barxxc014		Says more than 5 words (mom report)
barxxc015		Jumps in place (mom report)
barxxc016		Washes and dries hands (mom report)
barxxc017		Says his full name (mom report)
barxxc018		Copies a circle (mom report)
barxxc019		Balances on one foot for more than 5 seconds (mom report)
barxxc020		Bowel and bladder control (mom report)
barxxc021		Copies a square well (mom report)
barxxc022		Recognizes 4 colors (mom report)
barxxd001		Smiles in response to an adult or his/her voice (direct obs)
barxxd002		Makes sounds spontaneously or in response to a stimulus (direct obs)
barxxd003		Has head control while being pulled to sit upright (direct obs)
barxxd004		Holds a toy with one or both hands when it is presented  (direct obs)
barxxd005		Rolls from back to stomach (direct obs)
barxxd006		Sits without support for some time (direct obs)
barxxd007		Starting to crawl (direct obs)
barxxd008		Grasps with fingertip to to take small objects (direct obs)
barxxd009		Stands up when being pulled (direct obs)
barxxd010		Walks with support, holding on to a railing, furniture or adult (direct obs)
barxxd011		Stands for "some moments" (direct obs)
barxxd012		Walks alone with "some steps" (direct obs)
barxxd013		Drinks well from a cup or glass (direct obs)
barxxd014		Says more than 5 words (direct obs)
barxxd015		Jumps in place (direct obs)
barxxd016		Washes and dries hands (direct obs)
barxxd017		Says his full name (direct obs)
barxxd018		Copies a circle (direct obs)
barxxd019		Balances on one foot for more than 5 seconds (direct obs)
barxxd020		Bowel and bladder control (direct obs)
barxxd021		Copies a square well (direct obs)
barxxd022		Recognizes 4 colors (direct obs)
barxxx001	EXP2	Smiles in response to an adult or his/her voice
barxxx002	EXP5	Makes sounds spontaneously or in response to a stimulus
barxxx003	GM23	Has head control while being pulled to stand upright
