item	instrument	domain	mode	number	equate	label
griehd404	gri	eh	d	404		Folds a four-inch square twice
griehd405	gri	eh	d	405		Copies a 'ladder'. Stage I.
griehd406	gri	eh	d	406		Draws a 'man' recognisable. Stage I.
griehd501	gri	eh	d	501		Copies a cross - good shape and well drawn. Stage II
griehd502	gri	eh	d	502		Copies circle - good shape - neatly closed. Stage II
griehd503	gri	eh	d	503	FM66	(Eye and Hand Co-ordination) Draws a square - recognizable. Stage 1 
griehd504	gri	eh	d	504		Window - recognizable. Stage I
griehd505	gri	eh	d	505		House. Stage I
griehd506	gri	eh	d	506	FM55	(Eye and Hand c-ordination) Scissors: can strip edge of paper neatly
griehd601	gri	eh	d	601		Threads 12 beads to colour pattern
griehd602	gri	eh	d	602		Triangle - fairly good (Stage A)
grigmd005	gri	gm	d	005		Lifts head when in dorsal position
grigmd006	gri	gm	d	006		Back firm when held in siting position
grigmd007	gri	gm	d	007		Lifts head and chest when prone
grigmd008	gri	gm	d	008		Can hold head erect continuously
grigmd009	gri	gm	d	009		Lifts head and shoulders when in dorsal position
grigmd010	gri	gm	d	010		Can roll from side to side
grigmd011	gri	gm	d	011		Crawling Reaction I: Draws up knee
grigmd012	gri	gm	d	012	GM19	(Locomotor) Sits with slight support.
grigmd013	gri	gm	d	013	GM25	(Locomotor) Can roll from back to stomach, etc.
grigmd014	gri	gm	d	014		Crawling Reaction II: Tries vigorously to crawl
grigmd015	gri	gm	d	015	GM22	(Locomotor) Sits alone for a short time
grigmd016	gri	gm	d	016	GM29	(Locomotor) Stepping reaction - one foot in front of the other
grigmd017	gri	gm	d	017	GM27	(Locomotor) Can be left sitting on the floor.
grigmd018	gri	gm	d	018		Stands when held up
grigmd019	gri	gm	d	019		Crawling Reaction III: Makes some progress forwards or backwards 
grigmd020	gri	gm	d	020		Sits well in a chair
grigmd021	gri	gm	d	021	GM35	(Locomotor) Pulls self up and stands holding on to furniture.
grigmd022	gri	gm	d	022	GM34	(Locomotor) Crawling Reaction IV: Creeps on hands and knees
grigmd023	gri	gm	d	023	GM38	(Locomotor) Side-steps around inside cot or play-pen holding rails.
grigmd024	gri	gm	d	024	GM37	(Locomotor) Can walk when led.
grigmd201	gri	gm	d	201		Climbs on a low ledge or step
grigmd202	gri	gm	d	202	GM40	(Locomotor) Stands alone 
grigmd203	gri	gm	d	203	GM42	(Locomotor) Takes a few steps alone
grigmd204	gri	gm	d	204		Kneels on floor or chair
grigmd205	gri	gm	d	205		Climbs - stairs (up)
grigmd206	gri	gm	d	206		Likes pushing pram, toy horse, etc.
grigmd207	gri	gm	d	207	GM43	(Locomotor) Walks alone well
grigmd208	gri	gm	d	208	GM45	(Locomotor) Stoops.
grigmd209	gri	gm	d	209		Develops a quick trot
grigmd210	gri	gm	d	210		Climbs into a low armchair
grigmd211	gri	gm	d	211	GM48	(Locomotor) Can walk backwards a few steps
grigmd212	gri	gm	d	212		Walks pulling toy on a string
grigmd213	gri	gm	d	213		Climbs stairs (up and down)
grigmd214	gri	gm	d	214	GM50	(Locomotor) Runs
grigmd215	gri	gm	d	215		Jumps (on the level floor)
grigmd216	gri	gm	d	216		Climbs to stand on a chair
grigmd217	gri	gm	d	217	GM47	(Locomotor) Walks upstairs- holding adult's hand
grigmd218	gri	gm	d	218		Can seat self at table
grigmd219	gri	gm	d	219	GM49	(Locomotor) Walks up and down stairs.
grigmd220	gri	gm	d	220	GM55	(Locomotor) Can kick a ball.
grigmd221	gri	gm	d	221	GM54	(Locomotor) Can jump off a step
grigmd222	gri	gm	d	222	GM58	(Locomotor) Goes alone on the stairs (any method)
grigmd223	gri	gm	d	223		Throws ball into basket 
grigmd224	gri	gm	d	224		Can bring chair and seat self at table
grigmd301	gri	gm	d	301		Jumps off one step- both feet together
grigmd302	gri	gm	d	302	GM69	(Locomotor) Can stand on one foot - for 6+ seconds
grigmd303	gri	gm	d	303		Rises from kneeling without using hands
grigmd304	gri	gm	d	304		Can cross both feet and knees when seated
grigmd305	gri	gm	d	305	GM62	(Locomotor) Can stand and walk tip-toe (6+ steps)
grigmd306	gri	gm	d	306	GM64	(Locomotor) Walks upstairs: one foot on each step, adult manner.
grigmd401	gri	gm	d	401		Can run fast (indoors)
grigmd402	gri	gm	d	402		Can ride a tricycle or other pedal toy
grigmd403	gri	gm	d	403		Marches in time to music
grigmd404	gri	gm	d	404		Walks a chalkline - 4 ft
grigmd405	gri	gm	d	405	GM68	(Locomotor) Can hop on one foot - 3+ steps
grigmd406	gri	gm	d	406		Jumps off 2 steps
grigmd501	gri	gm	d	501		Can run to kick ball
grigmd502	gri	gm	d	502	GM67	(Locomotor) Walks downstairs: one foot on each step, adult manner.
grigmd503	gri	gm	d	503		Touches toes with knees straight
grigmd504	gri	gm	d	504		Jumps a 6 in. high rope - both feet together
grigmd505	gri	gm	d	505		Can climb on and off a box unaided
grigmd506	gri	gm	d	506		Can run upstairs
grigmd601	gri	gm	d	601		Can bounce and catch a ball
grigmd602	gri	gm	d	602		Can run fast out of doors
grigmd603	gri	gm	d	603		Can throw a ball up about 2 ft. and catch it
grigmd604	gri	gm	d	604		Can hopskip 4+
grigmd605	gri	gm	d	605		Can jump off 3 steps
grigmd606	gri	gm	d	606		Hopscotch I (one successful hop)
grigmd701	gri	gm	d	701		Jumos a 10 in. high rope, both feet together
grigmd702	gri	gm	d	702		Hopskips more freely: 12 +
grigmd703	gri	gm	d	703		Hopscotch II (2 successful hops - second foot up)
grigmd704	gri	gm	d	704		Can run, with steady trot, all round playground
grigmd705	gri	gm	d	705		Can skip a little with rope, 3+ skips
grigmd706	gri	gm	d	706		Hopscotch III (3 hops - with second foot up)
grigmd801	gri	gm	d	801		Runs - downstairs
grigmd802	gri	gm	d	802		Can jump off 4+ stairs
grigmd803	gri	gm	d	803		Rides a bicycle (2-wheeler) short distance
grigmd804	gri	gm	d	804		Hopscotch IV (4 hops - with one foot up)
grigmd805	gri	gm	d	805		Fast single skipping with rope
grigmd806	gri	gm	d	806		Skips well 12 + ordinary double skipping
grigmd807	gri	gm	d	807		Hopskips some distance - out-of-doors
grigmd808	gri	gm	d	808		Rides a 2-wheeler with competence
grihsd004	gri	hs	d	004		Searches for sound with eyes
grihsd005	gri	hs	d	005	EXP8	(Hearing and Speech) Makes 2 + different speech sounds
grihsd006	gri	hs	d	006		Listens to music
grihsd007	gri	hs	d	007		Searches for sound with head movements
grihsd008	gri	hs	d	008		Listens to tuning fork
grihsd009	gri	hs	d	009	REC6	(Hearing and Speech)Turns head deliberately to bell
grihsd010	gri	hs	d	010		Coos or stops crying on hearing music
grihsd011	gri	hs	d	011	EXP12	Talks (babbles) to person
grihsd012	gri	hs	d	012		Makes 4+ different sounds.
grihsd013	gri	hs	d	013		Responds when called
grihsd014	gri	hs	d	014	EXP10	2 syllable babble
grihsd015	gri	hs	d	015		Listens to conversations
grihsd016	gri	hs	d	016	EXP13	(Hearing and Speech) Babbled phrases: 4 + syllables
grihsd017	gri	hs	d	017	EXP14	(Hearing and Speech) Says Mama or Dada, etc. (one word clear)
grihsd018	gri	hs	d	018		Listens to stop watch
grihsd019	gri	hs	d	019	COG31	(Hearing and Speech) Rings the bell
grihsd020	gri	hs	d	020		Shakes head for no
grihsd021	gri	hs	d	021	EXP18	says 2 clear words
grihsd022	gri	hs	d	022		Short babbled sentences of 6+ syllables
grihsd023	gri	hs	d	023		Babbled monologue when alone
grihsd024	gri	hs	d	024		Says three clear words
grihsd201	gri	hs	d	201		Looks at pictures for a sew seconds
grihsd202	gri	hs	d	202		Tries definitely to sing
grihsd203	gri	hs	d	203	REC9	(Hearing and Speech)Knows own name.
grihsd204	gri	hs	d	204		Likes rhymes and jingles
grihsd205	gri	hs	d	205	COG32	(Hearing and Speech) Looks at pictures with interest
grihsd206	gri	hs	d	206		Uses 4 clear words
grihsd207	gri	hs	d	207	REC15	(Hearing and Speech) One object in box identified
grihsd208	gri	hs	d	208		Uses 5 clear words
grihsd209	gri	hs	d	209		Long babbled sentences - some words clear
grihsd210	gri	hs	d	210		Enjoys pictre book
grihsd211	gri	hs	d	211		Uses 6 or 7 clear words
grihsd212	gri	hs	d	212		Two objects in box identified
grihsd213	gri	hs	d	213	EXP23	9+  clear words
grihsd214	gri	hs	d	214	REC19	(Hearing and Speech)  Four objects in box identified
grihsd215	gri	hs	d	215	EXP22	(Hearing and Speech) Picture vocabulary (1)
grihsd216	gri	hs	d	216		Uses 12+ clear words
grihsd217	gri	hs	d	217	EXP26	Uses word combinations
grihsd218	gri	hs	d	218		Picture vocabulary (2)
grihsd219	gri	hs	d	219		Uses 20+ clear words
grihsd220	gri	hs	d	220		Eight objects in box identified
grihsd221	gri	hs	d	221		Listens to stories
grihsd222	gri	hs	d	222	EXP27	(Hearing and Speech) Names 4 objects in box
grihsd223	gri	hs	d	223	EXP28	(Hearing and Speech) Picture vocabulary (4)
grihsd224	gri	hs	d	224	EXP29	(Hearing and Speech) Uses sentences of 4+ syllables
grihsd301	gri	hs	d	301		Names 12 of 18 objects in box
grihsd302	gri	hs	d	302		Picture vocabulary (12)
grihsd303	gri	hs	d	303		Defines by use (2+) - cup, knife, chair, coat, car, house, pencil, watch, key
grihsd304	gri	hs	d	304		Repeats one six-syllable sentence
grihsd305	gri	hs	d	305		Uses 2 descriptive words
grihsd306	gri	hs	d	306		Talks well in sentences of 6+ syllables (record).
grihsd401	gri	hs	d	401		Names six or more objects in large picture
grihsd402	gri	hs	d	402		Names 17-18 objects in box
grihsd403	gri	hs	d	403		Uses 2+ personal pronouns
grihsd404	gri	hs	d	404	EXP42	(Hearing and Speech) Comprehension 2+ items
grihsd405	gri	hs	d	405		Picture vocabulary (18+)
grihsd406	gri	hs	d	406	EXP41	(Hearing and Speech) Knows 6+ colours
grihsd501	gri	hs	d	501	EXP43	(Hearing and Speech) Defines by use: 6+.
grihsd502	gri	hs	d	502		Opposites - 2
grihsd503	gri	hs	d	503		Materials (2+) "What is a table made of? .... a window? ..... a house? ......
grihsd504	gri	hs	d	504		Repeats sentences of 10+ syllables
grihsd505	gri	hs	d	505	EXP46	(Hearing and Speech)  Picture description: 1+ sentences. 
grihsd506	gri	hs	d	506		Names 12 objects in large picture
grihsd601	gri	hs	d	601		Talks in sentences of 10 + syllables (record)
grihsd602	gri	hs	d	602		Comprehension 4 +
grihsd603	gri	hs	d	603		Uses 6+ descriptive words
grihsd604	gri	hs	d	604		Knows 10+ capital letters (Test)
grihsd605	gri	hs	d	605		Uses 6 + personal pronouns
grihsd606	gri	hs	d	606		Knows 10 colours (Test)
grihsd701	gri	hs	d	701		Repeats sentence of 16 syllables
grihsd702	gri	hs	d	702		Picture Description - (3+), three sentences describing a picture
grihsd703	gri	hs	d	703		Knows 20 + capital letters (Test).
grihsd704	gri	hs	d	704		Similarities - one
grihsd705	gri	hs	d	705		Differences - two.
grihsd706	gri	hs	d	706		Capital letter - knows all 26
grihsd801	gri	hs	d	801		Picture description - (4+), four sentences describing picture
grihsd802	gri	hs	d	802		Similarities - two
grired301	gri	re	d	301		Repeats one digit - 8;2;7
grired302	gri	re	d	302		Knows 'dollar' or money
grired303	gri	re	d	303		Repeats two digits 16;53;94
grired304	gri	re	d	304		Compares 2 insets for size "which one is bigger?"
grired305	gri	re	d	305		Repeats 3 digits 982; 475; 136
grired306	gri	re	d	306	COG73	practical reasoning (PR) knows big and little
grired401	gri	re	d	401		Compares 2 towers: 'Which one is higher?' (5;3 bricks)
grired402	gri	re	d	402		Compares 2 lines for length
grired403	gri	re	d	403		Preliminary counting to 4+
grired404	gri	re	d	404	COG79	PR counts 4 bricks correctly
grired405	gri	re	d	405		Repeats 4 digits - 5816; 3729; 4952
grired406	gri	re	d	406	COG74	PR compares 2 weights: which is heavier
grired501	gri	re	d	501		Knows 2 coins (of 7 shown) N = .....
grired502	gri	re	d	502		Can count 10 bricks
grired503	gri	re	d	503		Knows morning and afternoon
grired504	gri	re	d	504		Knows 3 coins (of 7 shown)
grired505	gri	re	d	505		'Which goes faster?' 3+
grired506	gri	re	d	506		Can count 15 bricks
grired601	gri	re	d	601		Knows No. of fingers on each hand
grired602	gri	re	d	602		Knows 4 coins
grired603	gri	re	d	603		Knows 5 coins
grired604	gri	re	d	604		Repeats 5 digits - 61384; 59271; 92786
grired606	gri	re	d	606		Know 'high' and 'low'
hypgmd001	hyp	gm	d	001		Pure noise item (simulated)
hypgmd002	hyp	gm	d	002		Item with an asymptote (simulated)
hypgmd003	hyp	gm	d	003		Wrongly coded item (simulated)
hypgmd004	hyp	gm	d	004		Perfect (Guttman) item (simulated)
hypgmd005	hyp	gm	d	005		Guttman with an asymptote (simulated)
iyolgc001	iyo	lg	c	001		Does your child turn his/her head towards your voice or some noise?
iyolgc002	iyo	lg	c	002		When you TALK to your child, does he/she smile, make noises, or move arms, legs or trunk in response?
iyolgc003	iyo	lg	c	003		Does your child make sounds when LOOKING at toys or people (not crying)?
iyolgc004	iyo	lg	c	004		Does your child make single sounds like "buh" or "duh" or "muh"?
iyolgc005	iyo	lg	c	005		Does your child make noise or gesture TO GET YOUR ATTENTION?
iyolgc006	iyo	lg	c	006		Does your child make two similar sounds TOGETHER like baba, mumu, pepe, di (single consonant vowel combinations)?
iyolgc007	iyo	lg	c	007		Does your child point, shake head, or otherwise gesture to let you know WHAT THEY WANT?
iyolgc008	iyo	lg	c	008		Can your child say at least one word?
iyolgc009	iyo	lg	c	009		Does your child try to SHOW you something by reaching at you, pulling on your hand or clothes, using gestures, making noises (not words)?
iyolgc010	iyo	lg	c	010		Does your child put together noises that sound sentence-like even if they are not words?
iyolgc011	iyo	lg	c	011		If you or someone else invites your child to play a familiar game (peekaboo, wave bye-bye, etc.) does your child know what to do without you showing them? Does he or she understand, even if you don't show him or her what to do? Does he or she try to participate, even if it's not exactly correct? Does he or she attempt the movement, activity, or response?
iyolgc012	iyo	lg	c	012		Can your child identify at least one object? For example, when you ask "where is the ball/spoon/cup/cloth/door/plate/bucket etc." does your child look at it or point to (or even name) the object?
iyolgc013	iyo	lg	c	013		Without you making a gesture, does your child follow a simple spoken command or direction? Does your child understand when you ask something? Will they do at least one thing you ask the child to do? Can your child do it without you using a gesture?
iyolgc014	iyo	lg	c	014		Does your child ask for something (e.g. food, water) by name when he/she wants it?
iyolgc015	iyo	lg	c	015		Does your child usually understand what you say to him/her when you say it only once? For example, do you have to repeat what you said to be understood?
iyolgc016	iyo	lg	c	016		Can your child identify at least one body part? For example, if you ask "where are your eyes?" can he or she point to his or her eyes?
iyolgc017	iyo	lg	c	017		Does your child follow directions with more than one step? For example, "Go to the kitchen and bring me a spoon"?
iyolgc018	iyo	lg	c	018		Does your child use two WORDS together in a meaningful phrase/speak in short two word sentences? For example, "mama go", "give mama", "daddy gone".
iyolgc019	iyo	lg	c	019		Can your child say at least six words?
iyolgc020	iyo	lg	c	020		Does your child understand the words over, on top of, above, next to, under and in front of? If you ask the child to put something under the table or on top of the chair, does your child understand?
iyolgc021	iyo	lg	c	021		When looking at pictures, if you say to your child "what is this?", can they SAY the name of the object that you point to?
iyolgc022	iyo	lg	c	022		Can your child identify at least seven objects? For example, when you ask "where is the ball/spoon/cup/cloth/door/plate/bucket etc." does your child look at or point to (or even name) the objects?
iyolgc023	iyo	lg	c	023		Does your child usually communicate with words what he/she wants in a way that is understandable to others?
iyolgc024	iyo	lg	c	024		Does your child ask questions using the words what, which, where, why, or who?
iyolgc025	iyo	lg	c	025		Can your child speak in sentences that are 3  4 words long?
iyolgc026	iyo	lg	c	026		Does your child know the difference between the words "big" and "small"? For example, if you ask, "Give me the big spoon" can your child understand which one to give if there are two different sizes?
iyolgc027	iyo	lg	c	027		Does your child talk about or explain things that have happened in the past using the past tense? For example, "I went to the market yesterday" NOT "I go to the market yesterday"? Can your child tell you about something that happened on a last special event? Can they talk about anything that happened in the past?
iyolgc028	iyo	lg	c	028		Does your child count up to 5?
iyolgc029	iyo	lg	c	029		Does your child understand the term "longest"? For example, if you ask them to choose "which is the longest of 3 objects?" e.g. 3 spoons or sticks  would he/she be able to choose the longest?
iyolgc030	iyo	lg	c	030		Does your child tell a story?
iyomoc001	iyo	mo	c	001		Does your child try to move his/her head (or eyes) to follow an object or person?
iyomoc002	iyo	mo	c	002		While your child is on his/her back, does he/she bring his/her hands together?
iyomoc003	iyo	mo	c	003		Does your child put objects or hands to his/her mouth?
iyomoc004	iyo	mo	c	004		Does your child hold his/her head steady for at least a few seconds, without it flopping to the side?
iyomoc005	iyo	mo	c	005		When he/she is on his/her tummy, does your child hold his/her head straight up, looking around for more than a few seconds? He/she can rest on his/her arms while doing this.
iyomoc006	iyo	mo	c	006		Does your child try to reach for objects that are in front of him/her by extending one or both arms?
iyomoc007	iyo	mo	c	007		Does your child reach for AND HOLD an object, at least for a few seconds?
iyomoc008	iyo	mo	c	008		Does your child sit WITH support, either leaning against something (furniture or person), or by leaning forward on his or her hands?
iyomoc009	iyo	mo	c	009		If an object falls to the ground, does your child look for it?
iyomoc010	iyo	mo	c	010		Does your child drink from an OPEN cup while you hold it?
iyomoc011	iyo	mo	c	011		Does your child bang objects together, or bang an object on the table or on the ground?
iyomoc012	iyo	mo	c	012		Does your child pass an object from one hand to the other?
iyomoc013	iyo	mo	c	013		Does your child sit upright, with fairly straight back and neck control, without holding on to you, an object, or resting hands on the floor?
iyomoc014	iyo	mo	c	014		Does your child pick up small items, like pieces of food USING THUMB AND FINGER TIPS? 
iyomoc015	iyo	mo	c	015		Does your child intentionally SQUEEZE or PAT/HIT an object that makes a noise in order to hear it? For example, squeezing or hitting an empty plastic bottle, or other object, to make noise? Not shaking or banging, but deliberately patting or squeezing it? 
iyomoc016	iyo	mo	c	016		Does your child pull themselves up from the floor while holding onto something? For example, can they pull themselves up using a chair, a person, or some other object?
iyomoc017	iyo	mo	c	017		Does your child pick up small items, like pieces of food using thumb and JUST ONE FINGER TIP?
iyomoc018	iyo	mo	c	018		When someone holds one or both hands (just to balance), or when your child is holding furniture or other object WITH JUST ONE HAND, does he/she make a few steps forward, without tripping?
iyomoc019	iyo	mo	c	019		Can your child push a toy car intentionally, all four wheels on the ground?
iyomoc020	iyo	mo	c	020		Does your child stand up WITHOUT holding onto anything, even if just for a few seconds?
iyomoc021	iyo	mo	c	021		Does your child make any light marks on paper or in dirt with a crayon or a stick?
iyomoc022	iyo	mo	c	022		Does your child climb onto an object (rock, porch, step, chair, bed, low table, etc.)?
iyomoc023	iyo	mo	c	023		Does your child bend down or squat to pick up an object from the floor and then stand up again, without help from a person or object?
iyomoc024	iyo	mo	c	024		Does your child take several steps (3-5) forward without holding onto any person or object, even if they fall down immediately? 
iyomoc025	iyo	mo	c	025		Does your child make a scribble on paper, or in dirt, in a BACK AND FORTH manner? For example, can he or she move the pen or pencil or stick back and forth? 
iyomoc026	iyo	mo	c	026		Does your child drink WITHOUT HELP from an OPEN cup?
iyomoc027	iyo	mo	c	027		Does your child walk well, with coordination, without falling down often? With one foot in front of the other (rather than shifting weight side to side, stiff- legged)?
iyomoc028	iyo	mo	c	028		While standing, does your child purposefully THROW the ball and not just drop it?
iyomoc029	iyo	mo	c	029		Is your child able to unscrew a lid, at least turning the lid one rotation?
iyomoc030	iyo	mo	c	030		Can your child stack at least two objects on top of each other, such as bottle tops, blocks, stones, etc.?
iyomoc031	iyo	mo	c	031		While standing, does your child kick a ball by swinging his/her leg forward?
iyomoc032	iyo	mo	c	032		Does your child run well, without falling or bumping into objects?
iyomoc033	iyo	mo	c	033		Does your child stand on one foot WITH SUPPORT by holding onto something or somebody?
iyomoc034	iyo	mo	c	034		Does your child walk sideways, two or more steps WITHOUT any support?
iyomoc035	iyo	mo	c	035		Does your child run and kick a ball, and do so successfully?
iyomoc036	iyo	mo	c	036		Does your child jump WITH BOTH FEET LEAVING THE GROUND AT ABOUT THE SAME TIME? 
iyomoc037	iyo	mo	c	037		If you draw a straight line does your child do it, just as you did?
iyomoc038	iyo	mo	c	038		If you draw a circle does your child do it, just as you did?
iyomoc039	iyo	mo	c	039		Does your child stand on one foot WITHOUT any support for at least a few seconds?
iyomoc040	iyo	mo	c	040		Does your child dress him/herself completely (except for shoelaces, buttons and zippers)?
iyosec001	iyo	se	c	001		Does your child stop crying or calm down when you come to the room after being out of sight, or when you pick him or her up?
iyosec002	iyo	se	c	002		When you are about to pick up your child, does he/she act happy or excited?
iyosec003	iyo	se	c	003		If you play a game with your child, does he/she respond with interest? For example, if you play peek-a-boo, pat-a-cake, wave bye-bye, etc. does your child smile, widen their eyes, kick or move arms or vocalize?
iyosec004	iyo	se	c	004		Does your child smile when you smile or talk with him/her?
iyosec005	iyo	se	c	005		Does your child smile, move excitedly, kick legs, move arms or trunk, or make coo noises when a known person enters the room or speaks to them?
iyosec006	iyo	se	c	006		Is your child interested when he/she sees other children playing? Does she or he watch, smile, or look excited?
iyosec007	iyo	se	c	007		Is your child very interested to play with a new toy?
iyosec008	iyo	se	c	008		Does your child usually get along with other children he/she plays with such as siblings or other family members? Can your child make friends easily? When your child spends time with other children, do they mostly agree on things and not quarrel?
iyosec009	iyo	se	c	009		When your child sees other children playing, does your child play next to them without joining in? Does he/she play alongside?
iyosec010	iyo	se	c	010		Does your child play together with other children not just by sitting next to each other and doing the same thing, but actively interacting?
iyosec011	iyo	se	c	011		When your child needs to use the toilet, do they show you by pulling on their clothes, holding himself or herself, crying, or some other way?
iyosec012	iyo	se	c	012		Does your child share things with other children or family members without being told to do so?
iyosec013	iyo	se	c	013		Does your child show sympathy or look concerned? If your child's friend or sibling is sad, what does your child do? Does your child try to comfort the other?
iyosec014	iyo	se	c	014		If your child has a problem with another child (e.g. fighting over a toy or something else), does your child come to you or another adult and ask for help?
iyosec015	iyo	se	c	015		Does the child usually show respect for authority figures (e.g. teacher, grandparent, elder)?
iyosec016	iyo	se	c	016		Does your child worry if a known person is sick or hurt? Is your child interested in the wellbeing/health of others?
iyosec017	iyo	se	c	017		Does your child follow through on instructions, for example, does he/she finish his/her chores?
iyosec018	iyo	se	c	018		Does your child keep working on something until he/she is finished?
iyosec019	iyo	se	c	019		Does your child use "imaginary" or not visible objects in play? For example, pretending to give food to a child (even though they have nothing to give)?
iyosec020	iyo	se	c	020		Does your child have difficulty taking turns when playing with others?
kdifmd001	kdi	fm	d	001		Throws and catches a ball (highest string achieved) 3 games
kdifmd002	kdi	fm	d	002		Releases a ball purposefully
kdifmd003	kdi	fm	d	003		Throws a ball towards someone
kdifmd004	kdi	fm	d	004		Catches a ball uses hands and arms
kdifmd005	kdi	fm	d	005		Catches a ball using hands only
kdifmd006	kdi	fm	d	006		Reaches for dangling ring
kdifmd007	kdi	fm	d	007		Takes dangling ring
kdifmd008	kdi	fm	d	008		Follows red tassel with eyes/ attempts to grasp
kdifmd009	kdi	fm	d	009		Grasps red tassel successfully
kdifmd010	kdi	fm	d	010		Can hold and examine object (ring, bear etc)
kdifmd011	kdi	fm	d	011		Passes object from hand to hand
kdifmd012	kdi	fm	d	012		Can do up button with adult holding one piece of cloth
kdifmd013	kdi	fm	d	013		Can do up button alone
kdifmd017	kdi	fm	d	017		kdifmd017
kdifmd018	kdi	fm	d	018		kdifmd018
kdifmd019	kdi	fm	d	019		kdifmd019
kdifmd020	kdi	fm	d	020		kdifmd020
kdifmd021	kdi	fm	d	021		kdifmd021
kdifmd023	kdi	fm	d	023		Holds a pen in any way
kdifmd024	kdi	fm	d	024		Holds a pen between finger and thumb
kdifmd025	kdi	fm	d	025		Can scribble using a pen
kdifmd026	kdi	fm	d	026		Can imitate a straight line
kdifmd027	kdi	fm	d	027		Can imitate a circle
kdifmd141	kdi	fm	d	141		kdifmd141
kdifmd142	kdi	fm	d	142		kdifmd142
kdifmd143	kdi	fm	d	143		kdifmd143
kdifmd144	kdi	fm	d	144		kdifmd144
kdifmd151	kdi	fm	d	151		kdifmd151
kdifmd152	kdi	fm	d	152		kdifmd152
kdifmd153	kdi	fm	d	153		kdifmd153
kdifmd154	kdi	fm	d	154		kdifmd154
kdifmd161	kdi	fm	d	161		kdifmd161
kdifmd162	kdi	fm	d	162		kdifmd162
kdifmd163	kdi	fm	d	163		kdifmd163
kdigmd001	kdi	gm	d	001		Stands with Support
kdigmd002	kdi	gm	d	002		Stands without support
kdigmd003	kdi	gm	d	003		Can kick a ball from stationary position
kdigmd004	kdi	gm	d	004		Can kick a moving ball
kdigmd005	kdi	gm	d	005		Walks when one hand held
kdigmd006	kdi	gm	d	006		Walks without help
kdigmd007	kdi	gm	d	007		Jumps with two feet together, holding on to person's hand
kdigmd008	kdi	gm	d	008		Jumps with two feet together unsupported both feet leave the ground
kdigmd009	kdi	gm	d	009		Stands on one leg, without support for 10-20 seconds
kdigmd010	kdi	gm	d	010		Stands on one leg, without support for 21+ seconds
kdigmd011	kdi	gm	d	011		Walk on tip toes for 3 or more steps
kdigmd012	kdi	gm	d	012		Walk on tip toes for length of mat
kdigmd013	kdi	gm	d	013		Walks backwards with support or for less than length of mat
kdigmd014	kdi	gm	d	014		Walks backwards alone for length of mat
kdigmd015	kdi	gm	d	015		Walks along line heel to toe, arms out for 3 steps
kdigmd016	kdi	gm	d	016		Walks along line heel to toe, arms out for length of mat
kdigmd017	kdi	gm	d	017		Walks on side of feet
kdigmd018	kdi	gm	d	018		Can pull self onto platform
kdigmd019	kdi	gm	d	019		Can climb straight onto platform
kdigmd020	kdi	gm	d	020		Jumps off platform with support
kdigmd021	kdi	gm	d	021		Jumps off platform and lands on both feet
kdigmd022	kdi	gm	d	022		Hops on oneleg on spot
kdigmd023	kdi	gm	d	023		Hops on one leg for length of mat
kdigmd024	kdi	gm	d	024		Lifts upper body while lying on stomach
kdigmd025	kdi	gm	d	025		Sits with support
kdigmd026	kdi	gm	d	026		Can sit steadily/ without support
kdigmd027	kdi	gm	d	027		No head lag in sitting position
kdigmd028	kdi	gm	d	028		Can reach out and return to sitting position
kdigmd029	kdi	gm	d	029		Rolls from side to back
kdigmd030	kdi	gm	d	030		Rolls from side to side
kdigmd031	kdi	gm	d	031		Moves from lying to sitting pushing up with hands
kdigmd032	kdi	gm	d	032		Moves from lying to sitting not using hands
kdigmd033	kdi	gm	d	033		Moves from sitting to standing rolling over and up
kdigmd034	kdi	gm	d	034		Moves from sitting to standing not using hands
kdigmd035	kdi	gm	d	035		Can sit down steadily (from a standing position)
macgmd001	mac	gm	d	001	GM56	Child walks in a straight line
macgmd002	mac	gm	d	002	GM63	Walks backwards for 5 steps
macgmd003	mac	gm	d	003	GM62	Walks on tiptoes for 5 steps or more
macgmd005	mac	gm	d	005	GM59	Jumps with feet together;  2-5 jumps
macgmd041	mac	gm	d	04a	GM60	Balances on either foot for 3-9 secs
macgmd042	mac	gm	d	04b	GM69	Balances on either foot for 10 secs 
mdsgmd001	mds	gm	d	001		Sitting without support
mdsgmd002	mds	gm	d	002		Hands-and-knees crawling
mdsgmd003	mds	gm	d	003		Standing with assistance
mdsgmd004	mds	gm	d	004		Walking with assistance
mdsgmd005	mds	gm	d	005		Standing alone
mdsgmd006	mds	gm	d	006		Walking alone
mdtfmd001	mdt	fm	d	001		Follows face/object to midline
mdtfmd002	mdt	fm	d	002		Fixes and follows through 180 degrees
mdtfmd003	mdt	fm	d	003		Puts hands together in front of eyes or mouth
mdtfmd004	mdt	fm	d	004		Reaches for large thing
mdtfmd005	mdt	fm	d	005		When holding objects, tends to put in mouth
mdtfmd006	mdt	fm	d	006		Grasps hold of large thing
mdtfmd007	mdt	fm	d	007		Can pick up a larger object from ground. (e.g. spoon or rattle)
mdtfmd008	mdt	fm	d	008		Can see a small object such as a piece of maize or a bean
mdtfmd009	mdt	fm	d	009		Transfers objects from one hand to the other hand
mdtfmd010	mdt	fm	d	010		Picks up small things in a RAKING fashion
mdtfmd011	mdt	fm	d	011		Strikes on object with another in imitation with the examiner
